code,name,text_status,WHO_print_page,xyz_status,skin_registered,clinical_reviewer,measured_error,required_landmarks
KI26,彧中,旧版部位摘要；尚待逐条核对原标准,148,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
KI27,俞府,文献部位摘要；三维未校准,149,unregistered,False,,,锁骨下缘、前正中线、胸部骨度分寸
PC1,天池,旧版部位摘要；尚待逐条核对原标准,152,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
PC2,天泉,旧版部位摘要；尚待逐条核对原标准,152,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
PC3,曲泽,旧版部位摘要；尚待逐条核对原标准,153,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
PC4,郄门,旧版部位摘要；尚待逐条核对原标准,153,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
PC5,间使,旧版部位摘要；尚待逐条核对原标准,154,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
PC6,內关,文献部位摘要；三维未校准,154,unregistered,False,,,腕掌侧远端横纹、两条肌腱、前臂分寸
PC7,大陵,旧版部位摘要；尚待逐条核对原标准,155,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
PC8,劳宫,旧版部位摘要；尚待逐条核对原标准,155,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
PC9,中冲,旧版部位摘要；尚待逐条核对原标准,156,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE1,关冲,旧版部位摘要；尚待逐条核对原标准,158,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE2,液门,旧版部位摘要；尚待逐条核对原标准,158,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE3,中渚,旧版部位摘要；尚待逐条核对原标准,159,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE4,阳池,旧版部位摘要；尚待逐条核对原标准,159,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE5,外关,旧版部位摘要；尚待逐条核对原标准,160,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE6,支沟,旧版部位摘要；尚待逐条核对原标准,160,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE7,会宗,旧版部位摘要；尚待逐条核对原标准,161,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE8,三阳络,旧版部位摘要；尚待逐条核对原标准,161,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE9,四渎,旧版部位摘要；尚待逐条核对原标准,162,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE10,天井,旧版部位摘要；尚待逐条核对原标准,162,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE11,清令渊,旧版部位摘要；尚待逐条核对原标准,163,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE12,消泺,旧版部位摘要；尚待逐条核对原标准,163,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE13,臑会,旧版部位摘要；尚待逐条核对原标准,164,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE14,肩髎,旧版部位摘要；尚待逐条核对原标准,164,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE15,天髎,旧版部位摘要；尚待逐条核对原标准,165,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE16,天牖,旧版部位摘要；尚待逐条核对原标准,165,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE17,翳风,旧版部位摘要；尚待逐条核对原标准,166,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE18,瘈脉,旧版部位摘要；尚待逐条核对原标准,166,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE19,颅息,旧版部位摘要；尚待逐条核对原标准,167,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE20,角孙,旧版部位摘要；尚待逐条核对原标准,167,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE21,耳门,旧版部位摘要；尚待逐条核对原标准,168,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE22,耳和髎,旧版部位摘要；尚待逐条核对原标准,168,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
TE23,丝竹空,旧版部位摘要；尚待逐条核对原标准,169,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB1,瞳子髎,旧版部位摘要；尚待逐条核对原标准,172,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB2,听会,旧版部位摘要；尚待逐条核对原标准,172,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB3,上关,旧版部位摘要；尚待逐条核对原标准,173,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB4,颔厌,旧版部位摘要；尚待逐条核对原标准,173,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB5,悬颅,旧版部位摘要；尚待逐条核对原标准,174,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB6,悬厘,旧版部位摘要；尚待逐条核对原标准,174,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB7,曲鬓,旧版部位摘要；尚待逐条核对原标准,175,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB8,率谷,旧版部位摘要；尚待逐条核对原标准,175,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB9,天冲,旧版部位摘要；尚待逐条核对原标准,176,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB10,(浮)白,旧版部位摘要；尚待逐条核对原标准,176,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB11,头窍阴,旧版部位摘要；尚待逐条核对原标准,177,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB12,完骨,旧版部位摘要；尚待逐条核对原标准,177,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB13,本神,旧版部位摘要；尚待逐条核对原标准,178,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB14,阳白,旧版部位摘要；尚待逐条核对原标准,178,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB15,头临泣,旧版部位摘要；尚待逐条核对原标准,179,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB16,目窓,旧版部位摘要；尚待逐条核对原标准,179,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB17,正营,旧版部位摘要；尚待逐条核对原标准,180,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB18,承灵,旧版部位摘要；尚待逐条核对原标准,180,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB19,脑空,旧版部位摘要；尚待逐条核对原标准,181,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB20,风池,文献部位摘要；三维未校准,181,unregistered,False,,,枕骨、胸锁乳突肌、斜方肌、体表凹陷
GB21,肩井,旧版部位摘要；尚待逐条核对原标准,182,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB22,渊液,旧版部位摘要；尚待逐条核对原标准,182,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB23,辄筋,旧版部位摘要；尚待逐条核对原标准,183,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB24,日月,旧版部位摘要；尚待逐条核对原标准,183,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB25,京门,旧版部位摘要；尚待逐条核对原标准,184,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB26,带脉,旧版部位摘要；尚待逐条核对原标准,184,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB27,五枢,旧版部位摘要；尚待逐条核对原标准,185,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB28,维道,旧版部位摘要；尚待逐条核对原标准,185,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB29,居髎,旧版部位摘要；尚待逐条核对原标准,186,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB30,环跳,旧版部位摘要；尚待逐条核对原标准,186,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB31,风市,旧版部位摘要；尚待逐条核对原标准,187,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB32,中渎,旧版部位摘要；尚待逐条核对原标准,187,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB33,膝阳关,旧版部位摘要；尚待逐条核对原标准,188,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB34,阳陵泉,旧版部位摘要；尚待逐条核对原标准,188,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB35,阳交,旧版部位摘要；尚待逐条核对原标准,189,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB36,外邱,旧版部位摘要；尚待逐条核对原标准,189,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB37,光明,旧版部位摘要；尚待逐条核对原标准,190,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB38,阳辅,旧版部位摘要；尚待逐条核对原标准,190,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB39,悬钟,旧版部位摘要；尚待逐条核对原标准,191,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB40,坵墟,旧版部位摘要；尚待逐条核对原标准,191,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB41,足临泣,旧版部位摘要；尚待逐条核对原标准,192,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB42,地五会,旧版部位摘要；尚待逐条核对原标准,192,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB43,侠溪,旧版部位摘要；尚待逐条核对原标准,193,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GB44,足窍阴,旧版部位摘要；尚待逐条核对原标准,193,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
LR1,大敦,旧版部位摘要；尚待逐条核对原标准,196,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
LR2,行间,旧版部位摘要；尚待逐条核对原标准,196,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
LR3,太冲,文献部位摘要；三维未校准,197,unregistered,False,,,第1、2跖骨底、足背皮肤凹陷
LR4,中封,旧版部位摘要；尚待逐条核对原标准,197,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
LR5,蠡沟,旧版部位摘要；尚待逐条核对原标准,198,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
LR6,中都(都),旧版部位摘要；尚待逐条核对原标准,198,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
LR7,膝关,旧版部位摘要；尚待逐条核对原标准,199,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
LR8,曲泉,旧版部位摘要；尚待逐条核对原标准,199,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
LR9,阴包,旧版部位摘要；尚待逐条核对原标准,200,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
LR10,足五里,旧版部位摘要；尚待逐条核对原标准,200,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
LR11,阴廉,旧版部位摘要；尚待逐条核对原标准,201,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
LR12,急脉,旧版部位摘要；尚待逐条核对原标准,201,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
LR13,章门,旧版部位摘要；尚待逐条核对原标准,202,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
LR14,期门,旧版部位摘要；尚待逐条核对原标准,202,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV1,长強,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV2,腰俞,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV3,腰阳关,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV4,命门,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV5,悬枢,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV6,脊中,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV7,中枢,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV8,筋缩,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV9,至阳,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV10,灵台,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV11,神道,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV12,身柱,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV13,陶道,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV14,大椎,文献部位摘要；三维未校准,,unregistered,False,,,第7颈椎棘突、后正中线、体表凹陷
GV15,哑门,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV16,风府,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV17,脑戶,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV18,強间,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV19,后顶,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV20,百会,文献部位摘要；三维未校准,,unregistered,False,,,前发际、头部正中线、头部骨度分寸
GV21,前顶,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV22,囟会,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV23,上星,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV24,神庭,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV25,素髎,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV26,水沟,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV27,兑端,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
GV28,龈交,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV1,会阴,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV2,曲骨,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV3,中极,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV4,关元,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV5,石门,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV6,气海,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV7,阴交,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV8,神阙,文献部位摘要；三维未校准,,unregistered,False,,,肚脐这一体表标志
CV9,水分,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV10,下脘,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV11,建里,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV12,中脘,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV13,上脘,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV14,巨阙,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV15,鸠尾,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV16,中庭,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV17,膻中,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV18,玉堂,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV19,紫宫,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV20,华盖,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV21,璇玑,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV22,天突,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV23,廉泉,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
CV24,承浆,旧版部位摘要；尚待逐条核对原标准,,unregistered,False,,,需按原标准确认体表标志、体位和局部骨度分寸
